timestamp,coin,price_usd
2026-08-20T09:12:15+00:00,bitcoin,60647.58
2026-08-20T09:12:30+00:00,bitcoin,60642.08
2026-08-20T09:12:45+00:00,bitcoin,60693.87
2026-08-20T09:13:00+00:00,bitcoin,60607.35
2026-08-20T09:13:15+00:00,bitcoin,60633.2
2026-08-20T09:13:30+00:00,bitcoin,60610.38
2026-08-20T09:13:45+00:00,bitcoin,60610.3
2026-08-20T09:14:00+00:00,bitcoin,60594.74
2026-08-20T09:14:15+00:00,bitcoin,60644.25
2026-08-20T09:14:30+00:00,bitcoin,60647.81
2026-08-20T09:14:45+00:00,bitcoin,60602.64
2026-08-20T09:15:00+00:00,bitcoin,61082.9
2026-08-20T09:15:15+00:00,bitcoin,61083.02
2026-08-20T09:15:30+00:00,bitcoin,61078.54
2026-08-20T09:15:45+00:00,bitcoin,61090.38
2026-08-20T09:16:00+00:00,bitcoin,61126.69
2026-08-20T09:16:15+00:00,bitcoin,61148.38
2026-08-20T09:16:30+00:00,bitcoin,61150.29
2026-08-20T09:16:45+00:00,bitcoin,61131.15
2026-08-20T09:17:00+00:00,bitcoin,61124.12
2026-08-20T09:17:15+00:00,bitcoin,61198.21
2026-08-20T09:17:30+00:00,bitcoin,61140.6
2026-08-20T09:17:45+00:00,bitcoin,61126.09
2026-08-20T09:18:00+00:00,bitcoin,61179.2
2026-08-20T09:18:15+00:00,bitcoin,61177.58
2026-08-20T09:18:30+00:00,bitcoin,61196.56
2026-08-20T09:18:45+00:00,bitcoin,61214.61
2026-08-20T09:19:00+00:00,bitcoin,61217.84
2026-08-20T09:19:15+00:00,bitcoin,61243.55
2026-08-20T09:19:30+00:00,bitcoin,61254.08
2026-08-20T09:19:45+00:00,bitcoin,61333.2
2026-08-20T09:20:00+00:00,bitcoin,61337.32
2026-08-20T09:20:15+00:00,bitcoin,61391.89
2026-08-20T09:20:30+00:00,bitcoin,61435.93
2026-08-20T09:20:45+00:00,bitcoin,61417.03
2026-08-20T09:21:00+00:00,bitcoin,61425.5
2026-08-20T09:21:15+00:00,bitcoin,61403.09
2026-08-20T09:21:30+00:00,bitcoin,61366.43
2026-08-20T09:21:45+00:00,bitcoin,61385.51
2026-08-20T09:22:00+00:00,bitcoin,61402.19
2026-08-20T09:22:15+00:00,bitcoin,61400.52
2026-08-20T09:22:30+00:00,bitcoin,61418.5
2026-08-20T09:22:45+00:00,bitcoin,61397.22
2026-08-20T09:23:00+00:00,bitcoin,61370.97
2026-08-20T09:23:15+00:00,bitcoin,61385.0
2026-08-20T09:23:30+00:00,bitcoin,61316.41
2026-08-20T09:23:45+00:00,bitcoin,61341.99
2026-08-20T09:24:00+00:00,bitcoin,61411.98
2026-08-20T09:24:15+00:00,bitcoin,61411.66
2026-08-20T09:24:30+00:00,bitcoin,61424.58
2026-08-20T09:24:45+00:00,bitcoin,61406.49
2026-08-20T09:25:00+00:00,bitcoin,61396.08
2026-08-20T09:25:15+00:00,bitcoin,61403.54
2026-08-20T09:25:30+00:00,bitcoin,61397.39
2026-08-20T09:25:45+00:00,bitcoin,61461.6
2026-08-20T09:26:00+00:00,bitcoin,61578.31
2026-08-20T09:26:15+00:00,bitcoin,61546.18
2026-08-20T09:26:30+00:00,bitcoin,61563.63
2026-08-20T09:26:45+00:00,bitcoin,61589.24
2026-08-20T09:27:00+00:00,bitcoin,61530.03
2026-08-20T09:27:15+00:00,bitcoin,61513.97
2026-08-20T09:27:30+00:00,bitcoin,61441.74
2026-08-20T09:27:45+00:00,bitcoin,61440.45
2026-08-20T09:28:00+00:00,bitcoin,61461.16
2026-08-20T09:28:15+00:00,bitcoin,61472.57
2026-08-20T09:28:30+00:00,bitcoin,61474.3
2026-08-20T09:28:45+00:00,bitcoin,61492.86
2026-08-20T09:29:00+00:00,bitcoin,61450.36
2026-08-20T09:29:15+00:00,bitcoin,61421.68
2026-08-20T09:29:30+00:00,bitcoin,61336.47
2026-08-20T09:29:45+00:00,bitcoin,61324.2
2026-08-20T09:30:00+00:00,bitcoin,61326.82
2026-08-20T09:30:15+00:00,bitcoin,61363.66
2026-08-20T09:30:30+00:00,bitcoin,61338.83
2026-08-20T09:30:45+00:00,bitcoin,61395.04
2026-08-20T09:31:00+00:00,bitcoin,61517.72
2026-08-20T09:31:15+00:00,bitcoin,61516.53
2026-08-20T09:31:30+00:00,bitcoin,61508.34
2026-08-20T09:31:45+00:00,bitcoin,61593.82
2026-08-20T09:32:00+00:00,bitcoin,61579.04
2026-08-20T09:32:15+00:00,bitcoin,61594.87
2026-08-20T09:32:30+00:00,bitcoin,61511.51
2026-08-20T09:32:45+00:00,bitcoin,61912.26
2026-08-20T09:33:00+00:00,bitcoin,61972.89
2026-08-20T09:33:15+00:00,bitcoin,62019.11
2026-08-20T09:33:30+00:00,bitcoin,62018.08
2026-08-20T09:33:45+00:00,bitcoin,61996.47
2026-08-20T09:34:00+00:00,bitcoin,61965.21
2026-08-20T09:34:15+00:00,bitcoin,62012.53
2026-08-20T09:34:30+00:00,bitcoin,62011.96
2026-08-20T09:34:45+00:00,bitcoin,62093.27
2026-08-20T09:35:00+00:00,bitcoin,62098.62
2026-08-20T09:35:15+00:00,bitcoin,62088.79
2026-08-20T09:35:30+00:00,bitcoin,62110.73
2026-08-20T09:35:45+00:00,bitcoin,62107.93
2026-08-20T09:36:00+00:00,bitcoin,62091.09
2026-08-20T09:36:15+00:00,bitcoin,62084.31
2026-08-20T09:36:30+00:00,bitcoin,62090.29
2026-08-20T09:36:45+00:00,bitcoin,62098.42
2026-08-20T09:37:00+00:00,bitcoin,62088.57
2026-08-20T09:37:15+00:00,bitcoin,62093.22
2026-08-20T09:37:30+00:00,bitcoin,62103.69
2026-08-20T09:37:45+00:00,bitcoin,62101.84
2026-08-20T09:38:00+00:00,bitcoin,62084.48
2026-08-20T09:38:15+00:00,bitcoin,62054.31
2026-08-20T09:38:30+00:00,bitcoin,62115.42
2026-08-20T09:38:45+00:00,bitcoin,62105.27
2026-08-20T09:39:00+00:00,bitcoin,62140.19
2026-08-20T09:39:15+00:00,bitcoin,62197.22
2026-08-20T09:39:30+00:00,bitcoin,62233.65
2026-08-20T09:39:45+00:00,bitcoin,62310.3
2026-08-20T09:40:00+00:00,bitcoin,62280.91
2026-08-20T09:40:15+00:00,bitcoin,62227.55
2026-08-20T09:40:30+00:00,bitcoin,62216.5
2026-08-20T09:40:45+00:00,bitcoin,62181.55
2026-08-20T09:41:00+00:00,bitcoin,62207.58
2026-08-20T09:41:15+00:00,bitcoin,62286.99
2026-08-20T09:41:30+00:00,bitcoin,62305.32
2026-08-20T09:41:45+00:00,bitcoin,62286.12
2026-08-20T09:42:00+00:00,bitcoin,62283.59
2026-08-20T09:42:15+00:00,bitcoin,62297.54
2026-08-20T09:42:30+00:00,bitcoin,62241.25
2026-08-20T09:42:45+00:00,bitcoin,62237.92
2026-08-20T09:43:00+00:00,bitcoin,62313.23
2026-08-20T09:43:15+00:00,bitcoin,62326.44
2026-08-20T09:43:30+00:00,bitcoin,62336.83
2026-08-20T09:43:45+00:00,bitcoin,62335.75
2026-08-20T09:44:00+00:00,bitcoin,62344.84
2026-08-20T09:44:15+00:00,bitcoin,62305.83
2026-08-20T09:44:30+00:00,bitcoin,62325.42
2026-08-20T09:44:45+00:00,bitcoin,62311.09
2026-08-20T09:45:00+00:00,bitcoin,62243.86
2026-08-20T09:45:15+00:00,bitcoin,62235.41
2026-08-20T09:45:30+00:00,bitcoin,62233.4
2026-08-20T09:45:45+00:00,bitcoin,62208.74
2026-08-20T09:46:00+00:00,bitcoin,62254.56
2026-08-20T09:46:15+00:00,bitcoin,62229.64
2026-08-20T09:46:30+00:00,bitcoin,62265.58
2026-08-20T09:46:45+00:00,bitcoin,62239.47
2026-08-20T09:47:00+00:00,bitcoin,62224.01
2026-08-20T09:47:15+00:00,bitcoin,62179.13
2026-08-20T09:47:30+00:00,bitcoin,62134.2
2026-08-20T09:47:45+00:00,bitcoin,62176.82
2026-08-20T09:48:00+00:00,bitcoin,62118.11
2026-08-20T09:48:15+00:00,bitcoin,62157.4
2026-08-20T09:48:30+00:00,bitcoin,62168.75
2026-08-20T09:48:45+00:00,bitcoin,62119.07
2026-08-20T09:49:00+00:00,bitcoin,62098.98
2026-08-20T09:49:15+00:00,bitcoin,62059.18
2026-08-20T09:49:30+00:00,bitcoin,62054.37
2026-08-20T09:49:45+00:00,bitcoin,61999.98
2026-08-20T09:50:00+00:00,bitcoin,61987.92
2026-08-20T09:50:15+00:00,bitcoin,61976.7
2026-08-20T09:50:30+00:00,bitcoin,61951.72
2026-08-20T09:50:45+00:00,bitcoin,62014.3
2026-08-20T09:51:00+00:00,bitcoin,62065.19
2026-08-20T09:51:15+00:00,bitcoin,62060.03
2026-08-20T09:51:30+00:00,bitcoin,62096.83
2026-08-20T09:51:45+00:00,bitcoin,62064.83
2026-08-20T09:52:00+00:00,bitcoin,62047.83
2026-08-20T09:52:15+00:00,bitcoin,62060.23
2026-08-20T09:52:30+00:00,bitcoin,62109.81
2026-08-20T09:52:45+00:00,bitcoin,62050.17
2026-08-20T09:53:00+00:00,bitcoin,62069.33
2026-08-20T09:53:15+00:00,bitcoin,62015.16
2026-08-20T09:53:30+00:00,bitcoin,62031.6
2026-08-20T09:53:45+00:00,bitcoin,62022.22
2026-08-20T09:54:00+00:00,bitcoin,61975.51
2026-08-20T09:54:15+00:00,bitcoin,61966.26
2026-08-20T09:54:30+00:00,bitcoin,61902.36
2026-08-20T09:54:45+00:00,bitcoin,61926.45
2026-08-20T09:55:00+00:00,bitcoin,61960.11
2026-08-20T09:55:15+00:00,bitcoin,61937.79
2026-08-20T09:55:30+00:00,bitcoin,61878.78
2026-08-20T09:55:45+00:00,bitcoin,61897.91
2026-08-20T09:56:00+00:00,bitcoin,61905.31
2026-08-20T09:56:15+00:00,bitcoin,61863.19
2026-08-20T09:56:30+00:00,bitcoin,61857.03
2026-08-20T09:56:45+00:00,bitcoin,61830.61
2026-08-20T09:57:00+00:00,bitcoin,61849.16
2026-08-20T09:57:15+00:00,bitcoin,61859.45
2026-08-20T09:57:30+00:00,bitcoin,61868.08
2026-08-20T09:57:45+00:00,bitcoin,61905.53
2026-08-20T09:58:00+00:00,bitcoin,61970.48
2026-08-20T09:58:15+00:00,bitcoin,61997.3
2026-08-20T09:58:30+00:00,bitcoin,62004.27
2026-08-20T09:58:45+00:00,bitcoin,62001.81
2026-08-20T09:59:00+00:00,bitcoin,61913.76
2026-08-20T09:59:15+00:00,bitcoin,61926.57
2026-08-20T09:59:30+00:00,bitcoin,61981.45
2026-08-20T09:59:45+00:00,bitcoin,61936.96
2026-08-20T10:00:00+00:00,bitcoin,61961.43
2026-08-20T10:00:15+00:00,bitcoin,61885.89
2026-08-20T10:00:30+00:00,bitcoin,61849.19
2026-08-20T10:00:45+00:00,bitcoin,61852.51
2026-08-20T10:01:00+00:00,bitcoin,61841.02
2026-08-20T10:01:15+00:00,bitcoin,61770.86
2026-08-20T10:01:30+00:00,bitcoin,61691.94
2026-08-20T10:01:45+00:00,bitcoin,61674.78
2026-08-20T10:02:00+00:00,bitcoin,61708.61
2026-08-20T10:02:15+00:00,bitcoin,61728.33
2026-08-20T10:02:30+00:00,bitcoin,61726.23
2026-08-20T10:02:45+00:00,bitcoin,61759.14
2026-08-20T10:03:00+00:00,bitcoin,61780.91
2026-08-20T10:03:15+00:00,bitcoin,61760.37
2026-08-20T10:03:30+00:00,bitcoin,61781.62
2026-08-20T10:03:45+00:00,bitcoin,61745.64
2026-08-20T10:04:00+00:00,bitcoin,61770.84
2026-08-20T10:04:15+00:00,bitcoin,61762.98
2026-08-20T10:04:30+00:00,bitcoin,61771.99
2026-08-20T10:04:45+00:00,bitcoin,61774.32
2026-08-20T10:05:00+00:00,bitcoin,61754.53
2026-08-20T10:05:15+00:00,bitcoin,61735.64
2026-08-20T10:05:30+00:00,bitcoin,61774.86
2026-08-20T10:05:45+00:00,bitcoin,61761.49
2026-08-20T10:06:00+00:00,bitcoin,61686.4
2026-08-20T10:06:15+00:00,bitcoin,61627.55
2026-08-20T10:06:30+00:00,bitcoin,61644.01
2026-08-20T10:06:45+00:00,bitcoin,61671.36
2026-08-20T10:07:00+00:00,bitcoin,61599.52
2026-08-20T10:07:15+00:00,bitcoin,61562.5
2026-08-20T10:07:30+00:00,bitcoin,61578.28
2026-08-20T10:07:45+00:00,bitcoin,61625.17
2026-08-20T10:08:00+00:00,bitcoin,61614.97
2026-08-20T10:08:15+00:00,bitcoin,61585.36
2026-08-20T10:08:30+00:00,bitcoin,61599.03
2026-08-20T10:08:45+00:00,bitcoin,61553.28
2026-08-20T10:09:00+00:00,bitcoin,61545.91
2026-08-20T10:09:15+00:00,bitcoin,61971.75
2026-08-20T10:09:30+00:00,bitcoin,62046.33
2026-08-20T10:09:45+00:00,bitcoin,62104.66
2026-08-20T10:10:00+00:00,bitcoin,62094.1
2026-08-20T10:10:15+00:00,bitcoin,62055.68
2026-08-20T10:10:30+00:00,bitcoin,62047.16
2026-08-20T10:10:45+00:00,bitcoin,62114.28
2026-08-20T10:11:00+00:00,bitcoin,62058.76
2026-08-20T10:11:15+00:00,bitcoin,62082.52
2026-08-20T10:11:30+00:00,bitcoin,62090.22
2026-08-20T10:11:45+00:00,bitcoin,62076.35
2026-08-20T10:12:00+00:00,bitcoin,62026.47
2026-08-20T10:12:15+00:00,bitcoin,62280.18
2026-08-20T10:12:30+00:00,bitcoin,62295.93
2026-08-20T10:12:45+00:00,bitcoin,62360.88
2026-08-20T10:13:00+00:00,bitcoin,62138.02
2026-08-20T10:13:15+00:00,bitcoin,62109.44
2026-08-20T10:13:30+00:00,bitcoin,62046.81
2026-08-20T10:13:45+00:00,bitcoin,62051.31
2026-08-20T10:14:00+00:00,bitcoin,61985.35
2026-08-20T10:14:15+00:00,bitcoin,61989.15
2026-08-20T10:14:30+00:00,bitcoin,61977.78
2026-08-20T10:14:45+00:00,bitcoin,61948.09
2026-08-20T10:15:00+00:00,bitcoin,61909.69
2026-08-20T10:15:15+00:00,bitcoin,61902.14
2026-08-20T10:15:30+00:00,bitcoin,61893.52
2026-08-20T10:15:45+00:00,bitcoin,61865.28
2026-08-20T10:16:00+00:00,bitcoin,61871.89
2026-08-20T10:16:15+00:00,bitcoin,61889.42
2026-08-20T10:16:30+00:00,bitcoin,61899.7
2026-08-20T10:16:45+00:00,bitcoin,61923.51
2026-08-20T10:17:00+00:00,bitcoin,61968.33
2026-08-20T10:17:15+00:00,bitcoin,61961.69
2026-08-20T10:17:30+00:00,bitcoin,61970.88
2026-08-20T10:17:45+00:00,bitcoin,61725.06
2026-08-20T10:18:00+00:00,bitcoin,61771.47
2026-08-20T10:18:15+00:00,bitcoin,61763.9
2026-08-20T10:18:30+00:00,bitcoin,61793.07
2026-08-20T10:18:45+00:00,bitcoin,61761.38
2026-08-20T10:19:00+00:00,bitcoin,61722.18
2026-08-20T10:19:15+00:00,bitcoin,61729.81
2026-08-20T10:19:30+00:00,bitcoin,61769.16
2026-08-20T10:19:45+00:00,bitcoin,61753.87
2026-08-20T10:20:00+00:00,bitcoin,61800.53
2026-08-20T10:20:15+00:00,bitcoin,61823.98
2026-08-20T10:20:30+00:00,bitcoin,61794.84
2026-08-20T10:20:45+00:00,bitcoin,61782.7
2026-08-20T10:21:00+00:00,bitcoin,61787.29
2026-08-20T10:21:15+00:00,bitcoin,61736.88
2026-08-20T10:21:30+00:00,bitcoin,61696.75
2026-08-20T10:21:45+00:00,bitcoin,61691.02
2026-08-20T10:22:00+00:00,bitcoin,61722.56
2026-08-20T10:22:15+00:00,bitcoin,61720.58
2026-08-20T10:22:30+00:00,bitcoin,61714.98
2026-08-20T10:22:45+00:00,bitcoin,61625.23
2026-08-20T10:23:00+00:00,bitcoin,61613.7
2026-08-20T10:23:15+00:00,bitcoin,61595.42
2026-08-20T10:23:30+00:00,bitcoin,61635.86
2026-08-20T10:23:45+00:00,bitcoin,61636.54
2026-08-20T10:24:00+00:00,bitcoin,61643.27
2026-08-20T10:24:15+00:00,bitcoin,61700.83
2026-08-20T10:24:30+00:00,bitcoin,61668.62
2026-08-20T10:24:45+00:00,bitcoin,61591.05
2026-08-20T10:25:00+00:00,bitcoin,61545.47
2026-08-20T10:25:15+00:00,bitcoin,61472.5
2026-08-20T10:25:30+00:00,bitcoin,61424.13
2026-08-20T10:25:45+00:00,bitcoin,61359.65
2026-08-20T10:26:00+00:00,bitcoin,61375.56
2026-08-20T10:26:15+00:00,bitcoin,61402.83
2026-08-20T10:26:30+00:00,bitcoin,61398.27
2026-08-20T10:26:45+00:00,bitcoin,61416.7
2026-08-20T10:27:00+00:00,bitcoin,61457.33
2026-08-20T10:27:15+00:00,bitcoin,61442.02
2026-08-20T10:27:30+00:00,bitcoin,61480.01
2026-08-20T10:27:45+00:00,bitcoin,61489.73
2026-08-20T10:28:00+00:00,bitcoin,61568.94
2026-08-20T10:28:15+00:00,bitcoin,61620.21
2026-08-20T10:28:30+00:00,bitcoin,61758.93
2026-08-20T10:28:45+00:00,bitcoin,61714.51
2026-08-20T10:29:00+00:00,bitcoin,61774.75
2026-08-20T10:29:15+00:00,bitcoin,61790.33
2026-08-20T10:29:30+00:00,bitcoin,61810.61
2026-08-20T10:29:45+00:00,bitcoin,61798.8
2026-08-20T10:30:00+00:00,bitcoin,61782.6
2026-08-20T10:30:15+00:00,bitcoin,61783.44
2026-08-20T10:30:30+00:00,bitcoin,61748.23
2026-08-20T10:30:45+00:00,bitcoin,61684.08
2026-08-20T10:31:00+00:00,bitcoin,61662.87
2026-08-20T10:31:15+00:00,bitcoin,61749.47
2026-08-20T10:31:30+00:00,bitcoin,61718.56
2026-08-20T10:31:45+00:00,bitcoin,61727.57
2026-08-20T10:32:00+00:00,bitcoin,61690.87
2026-08-20T10:32:15+00:00,bitcoin,61716.07
2026-08-20T10:32:30+00:00,bitcoin,61679.19
2026-08-20T10:32:45+00:00,bitcoin,61669.08
2026-08-20T10:33:00+00:00,bitcoin,61671.18
2026-08-20T10:33:15+00:00,bitcoin,61619.37
2026-08-20T10:33:30+00:00,bitcoin,61538.65
2026-08-20T10:33:45+00:00,bitcoin,61512.89
2026-08-20T10:34:00+00:00,bitcoin,61584.64
2026-08-20T10:34:15+00:00,bitcoin,61653.32
2026-08-20T10:34:30+00:00,bitcoin,61678.8
2026-08-20T10:34:45+00:00,bitcoin,61718.08
2026-08-20T10:35:00+00:00,bitcoin,61799.8
2026-08-20T10:35:15+00:00,bitcoin,61795.82
2026-08-20T10:35:30+00:00,bitcoin,61817.31
2026-08-20T10:35:45+00:00,bitcoin,61779.42
2026-08-20T10:36:00+00:00,bitcoin,61769.11
2026-08-20T10:36:15+00:00,bitcoin,61838.67
2026-08-20T10:36:30+00:00,bitcoin,61804.05
2026-08-20T10:36:45+00:00,bitcoin,61792.5
2026-08-20T10:37:00+00:00,bitcoin,61846.28
2026-08-20T10:37:15+00:00,bitcoin,61795.31
2026-08-20T10:37:30+00:00,bitcoin,61720.86
2026-08-20T10:37:45+00:00,bitcoin,61764.87
2026-08-20T10:38:00+00:00,bitcoin,61758.48
2026-08-20T10:38:15+00:00,bitcoin,61789.02
2026-08-20T10:38:30+00:00,bitcoin,61768.04
2026-08-20T10:38:45+00:00,bitcoin,61769.41
2026-08-20T10:39:00+00:00,bitcoin,61725.45
2026-08-20T10:39:15+00:00,bitcoin,61710.59
2026-08-20T10:39:30+00:00,bitcoin,61732.12
2026-08-20T10:39:45+00:00,bitcoin,61785.19
2026-08-20T10:40:00+00:00,bitcoin,61786.96
2026-08-20T10:40:15+00:00,bitcoin,61776.03
2026-08-20T10:40:30+00:00,bitcoin,61789.81
2026-08-20T10:40:45+00:00,bitcoin,61755.88
2026-08-20T10:41:00+00:00,bitcoin,61798.9
2026-08-20T10:41:15+00:00,bitcoin,61793.69
2026-08-20T10:41:30+00:00,bitcoin,61730.54
2026-08-20T10:41:45+00:00,bitcoin,61690.4
2026-08-20T10:42:00+00:00,bitcoin,61650.04
2026-08-20T10:42:15+00:00,bitcoin,61643.4
2026-08-20T10:42:30+00:00,bitcoin,61631.34
2026-08-20T10:42:45+00:00,bitcoin,61613.65
2026-08-20T10:43:00+00:00,bitcoin,61583.65
2026-08-20T10:43:15+00:00,bitcoin,61631.85
2026-08-20T10:43:30+00:00,bitcoin,61675.77
2026-08-20T10:43:45+00:00,bitcoin,61617.11
2026-08-20T10:44:00+00:00,bitcoin,61604.92
2026-08-20T10:44:15+00:00,bitcoin,61543.73
2026-08-20T10:44:30+00:00,bitcoin,61591.14
2026-08-20T10:44:45+00:00,bitcoin,61612.89
2026-08-20T10:45:00+00:00,bitcoin,61612.09
2026-08-20T10:45:15+00:00,bitcoin,61572.66
2026-08-20T10:45:30+00:00,bitcoin,61600.52
2026-08-20T10:45:45+00:00,bitcoin,61571.79
2026-08-20T10:46:00+00:00,bitcoin,61634.94
2026-08-20T10:46:15+00:00,bitcoin,61653.73
2026-08-20T10:46:30+00:00,bitcoin,61681.51
2026-08-20T10:46:45+00:00,bitcoin,61717.6
2026-08-20T10:47:00+00:00,bitcoin,61724.84
2026-08-20T10:47:15+00:00,bitcoin,61738.0
2026-08-20T10:47:30+00:00,bitcoin,61742.71
2026-08-20T10:47:45+00:00,bitcoin,61824.41
2026-08-20T10:48:00+00:00,bitcoin,62287.76
2026-08-20T10:48:15+00:00,bitcoin,62316.45
2026-08-20T10:48:30+00:00,bitcoin,62338.51
2026-08-20T10:48:45+00:00,bitcoin,62372.33
2026-08-20T10:49:00+00:00,bitcoin,62347.06
2026-08-20T10:49:15+00:00,bitcoin,62316.94
2026-08-20T10:49:30+00:00,bitcoin,62328.5
2026-08-20T10:49:45+00:00,bitcoin,62363.5
2026-08-20T10:50:00+00:00,bitcoin,62319.48
2026-08-20T10:50:15+00:00,bitcoin,62298.13
2026-08-20T10:50:30+00:00,bitcoin,62352.38
2026-08-20T10:50:45+00:00,bitcoin,62344.81
2026-08-20T10:51:00+00:00,bitcoin,62320.55
2026-08-20T10:51:15+00:00,bitcoin,62263.72
2026-08-20T10:51:30+00:00,bitcoin,62182.83
2026-08-20T10:51:45+00:00,bitcoin,62184.49
2026-08-20T10:52:00+00:00,bitcoin,62157.29
2026-08-20T10:52:15+00:00,bitcoin,62135.63
2026-08-20T10:52:30+00:00,bitcoin,62109.51
2026-08-20T10:52:45+00:00,bitcoin,62056.0
2026-08-20T10:53:00+00:00,bitcoin,62000.25
2026-08-20T10:53:15+00:00,bitcoin,61942.23
2026-08-20T10:53:30+00:00,bitcoin,61896.65
2026-08-20T10:53:45+00:00,bitcoin,61914.41
2026-08-20T10:54:00+00:00,bitcoin,61897.17
2026-08-20T10:54:15+00:00,bitcoin,61956.33
2026-08-20T10:54:30+00:00,bitcoin,61860.2
2026-08-20T10:54:45+00:00,bitcoin,61835.94
2026-08-20T10:55:00+00:00,bitcoin,61849.79
2026-08-20T10:55:15+00:00,bitcoin,61824.77
2026-08-20T10:55:30+00:00,bitcoin,61846.13
2026-08-20T10:55:45+00:00,bitcoin,61788.48
2026-08-20T10:56:00+00:00,bitcoin,61808.35
2026-08-20T10:56:15+00:00,bitcoin,61803.63
2026-08-20T10:56:30+00:00,bitcoin,61786.91
2026-08-20T10:56:45+00:00,bitcoin,61684.61
2026-08-20T10:57:00+00:00,bitcoin,61315.76
2026-08-20T10:57:15+00:00,bitcoin,61364.36
2026-08-20T10:57:30+00:00,bitcoin,61341.48
2026-08-20T10:57:45+00:00,bitcoin,61298.39
2026-08-20T10:58:00+00:00,bitcoin,61783.66
2026-08-20T10:58:15+00:00,bitcoin,61800.69
2026-08-20T10:58:30+00:00,bitcoin,61864.41
2026-08-20T10:58:45+00:00,bitcoin,61891.17
2026-08-20T10:59:00+00:00,bitcoin,61874.08
2026-08-20T10:59:15+00:00,bitcoin,61885.18
2026-08-20T10:59:30+00:00,bitcoin,61868.41
2026-08-20T10:59:45+00:00,bitcoin,61869.19
